id_student,code_module,week,anomaly_score,combined_score,curriculum_compliance,at_risk
25107,BBB,11,0.051992785,0.2901275088672353,0.5511160099200882,0
25107,BBB,12,0.13622673,-0.31136296562305316,1.6097560975609757,0
25107,BBB,13,0.25294766,-0.3760936639525673,1.7954545454545454,0
25107,BBB,14,0.047448676,-0.17165296954201267,1.317720734531459,0
25107,BBB,15,0.06255862,0.3820402896293135,0.404971932638332,0
25107,BBB,16,0.01698073,0.24094639940705675,0.6097431543196774,0
25150,EEE,3,0.034438163,0.09906815803459938,0.8578451795683693,0
25150,EEE,4,0.025862897,0.30008726283655285,0.5170964937699218,0
25150,EEE,5,0.022610083,0.4863244547654214,0.2045326311829979,0
25150,EEE,6,0.005347214,0.5321327893475245,0.1166768272031429,0
25150,EEE,7,0.07989521,0.24337659561987857,0.647635814889336,0
25150,EEE,10,0.015396946,0.2163543597550517,0.6496740311481347,0
25150,EEE,11,0.05682154,0.16061681512951487,0.7701863354037266,0
25150,EEE,12,0.014127357,0.22298427601282794,0.6377777777777778,0
25150,EEE,13,0.041222293,0.29849053137695913,0.5299973096583266,0
25150,EEE,14,0.03824023,0.26878185030966545,0.5775237381309346,0
25150,EEE,15,0.02486646,0.2873842254935715,0.5376039304610734,0
25150,EEE,16,0.041024793,0.1720364672054057,0.7406224159963918,0
25261,CCC,3,0.025913797,0.23998090335669423,0.6173076923076923,1
25261,CCC,4,0.020768374,0.20574799124955576,0.6709322643642717,1
25261,CCC,5,0.068989135,-0.19235447055829727,1.366583541147132,1
25261,CCC,6,0.0356516,0.3812146499692763,0.388409985549853,1
25261,CCC,7,0.0038285719,0.5086437282391281,0.1548128342245989,1
25572,DDD,4,0.004970519,0.5211064023709115,0.1348030088627392,1
25572,DDD,5,0.0071353563,0.33525738289490054,0.445994599459946,1
25572,DDD,6,0.017065858,0.5497826926868468,0.0950727513227513,1
25572,DDD,7,0.01710599,0.5505744531726616,0.09377990430622,1
25572,DDD,12,0.01671661,0.5422240170068571,0.107437711926876,1
25572,DDD,13,0.016677696,0.5408458357846853,0.1097087378640776,1
25997,BBB,5,0.02972747,0.5018460103543825,0.1834082958520739,1
26023,GGG,3,0.069328345,0.3320346172044023,0.492827868852459,0
26023,GGG,4,0.05803365,0.22944260267157515,0.6562847608453837,0
26023,GGG,6,0.08347904,0.40474929182200264,0.3810705423608649,0
26023,GGG,10,0.020974029,0.4907034415157235,0.1961436170212765,0
26023,GGG,11,0.035569467,0.3842052358022106,0.3833709187175213,0
26023,GGG,12,0.00459011,0.4937332002288416,0.1801714063108687,0
26023,GGG,13,0.108471885,-0.21375410301344738,1.4285714285714286,0
26023,GGG,14,0.054315653,0.23633072429901444,0.6423258958755916,0
26192,AAA,3,0.035085537,0.01709840733149024,0.9948930118301118,0
26192,AAA,4,0.014129717,0.19695623486667221,0.6811594202898551,0
26192,AAA,5,0.008543907,0.3233397741841299,0.466796314182046,0
26192,AAA,6,0.0023266147,0.4507610585730785,0.2502826455624647,0
26192,AAA,7,0.04394631,-0.006998447836728695,1.0409616221757263,0
26192,AAA,10,0.06092547,0.41502310885570926,0.3489117983963344,0
26192,AAA,12,0.06227396,0.1255804675013021,0.8322151939173216,0
26192,AAA,13,0.053947285,0.244083253832327,0.6291594328703703,0
26192,AAA,14,0.009758839,0.2031650866366257,0.6678974154276021,0
26192,AAA,15,0.024277532,0.22303950857951418,0.6444525076600549,0
26192,AAA,16,0.024443487,0.23146448539382591,0.6305215161014535,0
26211,FFF,3,0.16506118,-0.15372428359943194,1.3662479306651083,0
26211,FFF,4,0.2342669,-0.24500291313855876,1.564516129032258,0
26211,FFF,5,0.123242736,-0.3007029056549074,1.5833333333333337,0
26211,FFF,6,0.55668414,-0.1106596787770589,1.5555555555555556,0
26211,FFF,7,0.3650763,-0.19823176474844834,1.5737704918032789,0
26211,FFF,10,0.15597859,-0.3493732682922307,1.6862745098039216,0
26211,FFF,11,0.20823584,-0.3732273996524189,1.7608695652173914,0
26211,FFF,12,0.23928225,-0.292025871134075,1.6462312854930303,0
26211,FFF,13,0.21246797,-0.2770817796217984,1.603448275862069,0
26211,FFF,14,0.24066561,-0.27215480529948294,1.6140350877192984,0
26211,FFF,15,0.2530467,-0.287670210831695,1.648148148148148,0
26211,FFF,16,0.20282385,-0.33063516239909563,1.6862745098039216,0
26247,FFF,3,0.012101157,0.312114783705479,0.4878761320479112,0
26315,BBB,3,0.013799224,0.48237759677967884,0.2052368212445501,0
26315,BBB,4,0.016639559,0.5380137746007653,0.1144034147309906,0
26315,BBB,5,0.18341538,0.03603482337771857,1.0622188905547227,0
26315,BBB,6,0.03299279,0.4480159779683895,0.2753018976423231,0
26315,BBB,7,0.39016485,0.2633874096562127,0.8211308853345348,0
26315,BBB,11,0.016933195,0.38081571404994374,0.3765959401120602,0
26315,BBB,12,0.08029574,0.34498702012378324,0.4785521299826048,0
26315,BBB,14,0.16832985,-0.2117378275061762,1.4651162790697674,0
26315,BBB,15,0.16535036,-0.12623428083147478,1.320624043158125,0
26315,BBB,16,0.05369886,0.22432395186883342,0.661925988820491,0
26734,BBB,3,0.006160873,0.5221284395174038,0.1338931827189853,0
26734,BBB,4,0.016639559,0.5380137746007653,0.1144034147309906,0
26734,BBB,5,0.01475952,0.4478828184291262,0.263368315842079,0
26734,BBB,6,0.016670862,0.5394601794589544,0.1120136093540348,0
26734,BBB,11,0.01856971,0.5075381070021032,0.1664829613300266,0
26734,BBB,12,0.063958265,-0.06837279863571197,1.156593508271957,0
26734,BBB,13,0.022925528,0.42066288973624394,0.3141788686400505,0
26734,BBB,14,0.007149113,0.5204694825322195,0.1373169379301347,0
26915,EEE,4,0.017254572,0.5526566827034195,0.090408577223993,0
27116,CCC,3,0.01308755,0.3242734816097297,0.4682692307692307,0
27116,CCC,4,0.042063057,0.050374406196965,0.944084695241032,0
27116,CCC,5,0.03845981,-0.0025711878618582575,1.0299251870324189,0
27116,CCC,6,0.006575929,0.4152518275772693,0.312297573371867,0
27116,CCC,7,0.0065657906,0.40626268002543264,0.3272727272727272,0
27116,CCC,10,0.017539471,0.14401996382735752,0.7716597077244258,0
27116,CCC,12,0.014235819,0.38943383181334146,0.3604341593282817,0
27116,CCC,13,0.025327453,-0.04478825450233481,1.0915320606950565,0
27116,CCC,14,0.013482122,0.4821061982049499,0.2054777512912197,0
27116,CCC,15,0.007380329,0.18642945853307283,0.6942044552374724,0
27116,CCC,16,0.05214906,0.26510579943501333,0.5929230429258052,0
27189,FFF,3,0.0070945453,0.46816063435901134,0.2244619729282305,0
27189,FFF,5,0.0048698657,0.519762740166159,0.1369753434970826,0
27189,FFF,6,0.030263646,0.33219015727790385,0.4665255018969015,0
27189,FFF,7,0.009284043,0.21173867932773,0.6532915629559695,0
27189,FFF,10,0.014435378,0.4492254904139877,0.2609144344236551,0
27189,FFF,11,0.0072331047,0.49431541691217307,0.1809630415144731,0
27189,FFF,12,0.107514404,0.2934445836811596,0.5826019617965926,0
27189,FFF,13,0.008746328,0.2540605429912763,0.5823966469803772,0
27189,FFF,14,0.020972801,0.49936184759388247,0.1817121222126835,0
27189,FFF,16,0.005401658,0.5345265611518444,0.1127235034983156,0
27417,DDD,4,0.023462418,0.39902524444042037,0.350599538243837,1
27417,DDD,5,0.022540396,-0.09696943956929394,1.1766426642664265,1
27417,DDD,6,0.011505922,0.353610305428978,0.4183201058201058,1
27417,DDD,7,0.033170905,0.4915458737611414,0.2028708133971292,1
27417,DDD,11,0.017382389,0.4448435808531939,0.2701822916666667,1
27417,DDD,12,0.08558017,0.5359348551845956,0.163828689370485,1
27417,DDD,14,0.0038927787,0.49667357805231965,0.1748058890916033,1
27417,DDD,16,0.007645875,0.4848524181803089,0.1970098866650591,1
27417,DDD,4,0.00533476,0.5342110619902525,0.1132047367245103,1
27417,DDD,5,0.026289891,0.5262675322969482,0.1404140414041404,1
27417,DDD,7,0.0052328883,0.5240070310007764,0.1301435406698564,1
27417,DDD,15,0.014101456,0.3892066954007682,0.3607231454106773,1
27683,FFF,3,0.024068795,0.36422874523795273,0.4089979550102249,0
27683,FFF,4,0.005385346,0.3438792084079513,0.4304582166615411,0
27683,FFF,5,0.0062785125,0.5220201572706478,0.1341520798042537,0
27683,FFF,6,0.012325875,0.3135133288800649,0.4856950359729541,0
27683,FFF,7,0.0021751996,0.47580785343151344,0.2084370440305553,0
27683,FFF,12,0.006731544,0.5208392361910061,0.136422302529685,0
27683,FFF,13,0.009989682,0.5340396904384096,0.1165936368832158,0
27683,FFF,14,0.007035941,0.5238339895164346,0.1316339782958022,0
27759,BBB,3,0.014129998,0.4414129980758949,0.2737316686484344,0
27759,BBB,5,0.004031531,0.5191538417808547,0.1374312843578211,0
27759,BBB,6,0.06877658,0.41876997628033397,0.3479010925819437,0
27759,BBB,7,0.015030549,0.4250593021462727,0.301588195539536,0
27759,BBB,11,0.038559843,0.3951153127351336,0.3671810416092587,0
27759,BBB,12,0.003975873,0.5102102092278503,0.1523002331692513,0
27759,BBB,13,0.040103804,0.47272539517260365,0.2388602127883703,0
27759,BBB,14,0.016575966,0.5326553711985368,0.1232916924883394,0
27759,BBB,15,0.062590055,0.38598958334140115,0.3984107312094481,0
27759,BBB,16,0.0045477506,0.5170175718929998,0.1413358805632208,0
27780,EEE,4,0.02789073,0.24291520309295822,0.6137351492321066,0
27780,EEE,6,0.0171659,0.5513390277744398,0.0925455530718688,0
27780,EEE,10,0.0071336003,0.4928389526162889,0.1833574791742122,0
27780,EEE,12,0.01691868,0.5174341384532551,0.1488888888888889,0
27780,EEE,13,0.06524626,0.370247011522885,0.4264191552327145,0
27780,EEE,14,0.011462732,0.21496740173285958,0.6493628185907047,0
27780,EEE,15,0.009519152,0.3209278422966389,0.4714663643235071,0
27780,EEE,16,0.029009273,0.4356471581564182,0.2932609185897917,0
27891,BBB,3,0.0073501547,0.49406669692620275,0.1814556084026952,1
27891,BBB,4,0.0038712192,0.5055091785805044,0.1600655151876117,1
27891,BBB,6,0.109027155,0.4919432383157043,0.2527793751198006,1
27891,BBB,7,0.103895724,0.35652787950805487,0.4750506870916873,1
27891,BBB,10,0.016682325,0.524100135535209,0.137621324062002,1
27891,BBB,12,0.04459914,0.25265219460429245,0.6086457677930346,1
27891,BBB,13,0.0044208467,0.5023003096527789,0.1657800484567576,1
27891,BBB,3,0.007828287,0.49425794983766613,0.1814556084026952,0
27891,BBB,12,0.040975988,0.4430679195064745,0.2888707946260039,0
27935,DDD,3,0.036767352,0.23032924952915157,0.6406294863205677,0
27935,DDD,4,0.021118227,0.11332552176072372,0.8252029492812989,0
27935,DDD,5,0.01395394,0.2388849062445254,0.6111611161116112,0
27935,DDD,6,0.026591673,-0.12051412406717499,1.218584656084656,0
27935,DDD,7,0.052853383,0.17252891380322036,0.7476874003189793,0
27935,DDD,12,0.027174463,0.11053807357995911,0.8338861860533687,0
27935,DDD,13,0.027154189,0.43435682088606853,0.2941747572815534,0
27935,DDD,14,0.018274684,0.4462932840003651,0.2683609826466969,0
27935,DDD,15,0.010693996,0.4554346992003607,0.2480714989635369,0
27935,DDD,16,0.014536695,0.16482118876632515,0.7349891487822522,0
28046,DDD,3,0.010493677,0.3807325615614665,0.3724415154705424,0
28046,DDD,6,0.006781575,0.4018197728254433,0.3348214285714286,0
28046,DDD,7,0.023270387,0.020600020723444176,0.9811802232854864,0
28046,DDD,11,0.0036914141,0.50382031572517,0.1627604166666666,0
28046,DDD,12,0.05529623,0.425524064807377,0.3276573787409701,0
28046,DDD,13,0.016677696,0.5408458357846853,0.1097087378640776,0
28046,DDD,14,0.039168473,0.3622412795093385,0.4223768509482795,0
28046,DDD,16,0.0041816183,0.5113181741982584,0.150590788521823,0
28061,AAA,3,0.0142584015,0.11297597050922326,0.8212123171073329,0
28061,AAA,4,0.011893868,0.2156271125027991,0.6485507246376812,0
28061,AAA,5,0.03452824,0.2638413158389621,0.5832833015740426,0
28061,AAA,6,0.0041264603,0.28901632752097345,0.5210570944036179,0
28061,AAA,7,0.12800471,0.1870450621300089,0.7735947088312527,0
28061,AAA,10,0.038813666,0.09744986538791264,0.8634593356242841,0
28061,AAA,11,0.019286659,0.4280460006470698,0.2994477716419071,0
28061,AAA,12,0.061694592,0.4024236682048383,0.3704236151044662,0
28061,AAA,13,0.05090374,0.2517634058578147,0.6143301504629629,0
28061,AAA,14,0.017454231,0.2424671732335253,0.6075241991817184,0
28061,AAA,15,0.013294819,0.31480026936165745,0.4841960974036446,0
28061,AAA,16,0.01628466,0.3356389706700098,0.4514581552199107,0
28400,AAA,3,0.008052649,0.34383131244730203,0.4323162453940138,0
28400,AAA,4,0.008892026,0.24051333205855407,0.605072463768116,0
28400,AAA,6,0.009860415,0.5005806838113281,0.1722724703222159,0
28400,AAA,7,0.0064034327,0.3928524717058451,0.349514835774367,0
28400,AAA,10,0.028185178,0.3984905662556591,0.354639175257732,0
28400,AAA,11,0.00857483,0.4834952663462302,0.1998911099012211,0
28400,AAA,12,0.010868692,0.14709234917468542,0.7620918791131557,0
28400,AAA,13,0.02268658,0.27259459735618696,0.5608000578703703,0
28400,AAA,14,0.0033371875,0.44614078260121254,0.2586568206765792,0
28400,AAA,15,0.012870225,0.3648239486889547,0.4005402354458958,0
28418,CCC,3,0.0091785025,0.5350175547936501,0.1144230769230769,0
28418,CCC,4,0.003971911,0.4238726579982762,0.296193510809607,0
28418,CCC,5,0.016762402,0.5429643125706666,0.1062344139650872,0
28418,CCC,6,0.016664615,0.5393231780711429,0.1122377796601724,0
28418,CCC,14,0.0071013873,0.5260378136814053,0.1280045689312673,0
28787,CCC,3,0.0049267183,0.5188937643385277,0.1384615384615384,0
28787,CCC,4,0.004482875,0.46848037385554836,0.2221879603933257,0
28787,CCC,5,0.056698546,0.3527542312930052,0.4498753117206983,0
28787,CCC,6,0.024589067,0.4751502913377915,0.2244755593203448,0
28787,CCC,7,0.016870657,0.4785664446110075,0.2136363636363636,0
28787,CCC,10,0.0040579764,0.5015709985233746,0.1667536534446764,0
28787,CCC,13,0.016589288,0.5355637622433722,0.1184532550171316,0
28787,CCC,15,0.024342893,0.29506849803715773,0.5244477653761733,0
28787,CCC,16,0.016556809,0.5337814442820754,0.1214021324788685,0
28808,FFF,3,0.012870818,0.3239622333742191,0.4686434901158827,0
28808,FFF,4,0.017591491,0.5571442313229045,0.0831539420228865,0
28808,FFF,7,0.0031236708,0.44634430994777957,0.2581752639258433,0
28808,FFF,12,0.0062347287,0.5246673557519572,0.1297108931337119,0
28897,FFF,3,0.17047797,-0.05690375290965605,1.2084915765897362,0
28897,FFF,4,0.034322586,0.20771929114236545,0.676682906301086,0
28897,FFF,5,0.0032841696,0.3149217988602488,0.4773197816676077,0
28897,FFF,6,0.050094374,0.029624120965341904,0.9840227146947712,0
28897,FFF,7,0.055974256,0.3026660736258547,0.5328727147884302,0
28897,FFF,10,0.04960493,0.055701442384486356,0.9402342172566968,0
28897,FFF,11,0.0064562988,0.3174994513260272,0.4751384470366443,0
28897,FFF,12,0.02567229,0.23050639701610032,0.6329375322663913,0
28897,FFF,13,0.047838014,0.04691192445026389,0.9537054677081348,0
28897,FFF,14,0.105780974,-0.0010211623547288426,1.0722225890950714,0
28897,FFF,15,0.02245268,0.48729913670846187,0.20280322605904,0
28897,FFF,16,0.009346113,0.3061224823123644,0.4960266044743889,0
28952,CCC,4,0.022676054,0.42575250605871945,0.3055298591838832,1
28952,CCC,5,0.016762402,0.5429643125706666,0.1062344139650872,1
28952,CCC,6,0.016664615,0.5393231780711429,0.1122377796601724,1
28952,CCC,7,0.016546663,0.5313780233543864,0.1254010695187165,1
29144,BBB,4,0.011866508,0.32705154673253506,0.462825094302164,0
29144,BBB,5,0.030429844,0.10677463673474054,0.842328835582209,0
29144,BBB,6,0.12456543,0.013469069466517603,1.0605951696377227,0
29144,BBB,7,0.20614298,-0.3740645468882893,1.7608695652173914,0
29144,BBB,10,0.08679754,-0.26532444296253344,1.500072432275822,0
29144,BBB,11,0.064269215,-0.020751393316316147,1.0774317993937723,0
29144,BBB,12,0.38996798,-0.3562079337311954,1.853658536585366,0
29144,BBB,13,0.04847155,-0.22288989934249714,1.4037975350258085,0
29144,BBB,14,0.024144275,0.04202667166498044,0.9460517303238852,0
29144,BBB,15,0.043872442,0.033602049295395495,0.9732448786177736,0
29144,BBB,16,0.031000862,-0.025574607293949378,1.063291587065733,0
29335,FFF,3,0.14281872,-0.27620584641893703,1.5555555555555556,0
29335,FFF,4,0.01893564,0.11726947964908008,0.8171746273246685,0
29335,FFF,5,0.023044666,0.23135225404819598,0.6297760210803689,0
29335,FFF,6,0.1104329,-0.061450168255969065,1.1760388844774898,0
29335,FFF,7,0.09018907,-0.1946084321600339,1.3844734357565875,0
29335,FFF,10,0.055523254,-0.05405937521618784,1.127114461345179,0
29335,FFF,11,0.019789724,0.024199617898970203,0.9728604532422136,0
29335,FFF,12,0.048119657,-0.0839787756909736,1.1720443985544655,0
29335,FFF,13,0.33483216,-0.17641195397952503,1.5172413793103448,0
29335,FFF,14,0.13553327,-0.31420774110837996,1.6140350877192984,0
29335,FFF,15,0.060097896,-0.2003677006929916,1.3740114321509669,0
29335,FFF,16,0.016267132,0.0723011000199186,0.8903429213094931,0
29411,CCC,3,0.016656255,0.5408932716499728,0.1096153846153846,1
29411,CCC,5,0.026612133,0.4719416112198199,0.2311720698254364,1
29411,CCC,7,0.016596965,0.5349275563433169,0.1195187165775401,1
29411,DDD,3,0.029793216,0.398460717553733,0.3557609483312596,0
29411,DDD,4,0.013112528,0.39175726273352696,0.3558129142772027,0
29411,DDD,5,0.023585,0.40124318057572267,0.346984698469847,0
29411,DDD,7,0.009884538,0.20433659055747055,0.6660287081339713,0
29411,DDD,11,0.0042740367,0.5216314897639677,0.1334635416666666,0
29411,DDD,12,0.004032644,0.5089549416898079,0.1544301931298835,0
29411,DDD,13,0.015087547,0.2204039507511171,0.6427184466019418,0
29411,DDD,14,0.014480054,0.42097297978950476,0.3080317366031651,0
29411,DDD,15,0.04735613,0.39047879527823975,0.38077275971047,0
29411,DDD,16,0.0049465853,0.4371848072953571,0.2746563781046539,0
29420,CCC,3,0.0046086544,0.4985742309976083,0.1721153846153846,0
29420,CCC,4,0.0060978206,0.5385579482575953,0.1064686332956453,0
29420,CCC,5,0.0044964873,0.5081327595410896,0.1561097256857855,0
29420,CCC,7,0.016596965,0.5349275563433169,0.1195187165775401,0
29420,CCC,10,0.01202063,0.4483886279945411,0.2606993736951983,0
29420,CCC,13,0.011364927,0.4271597740504338,0.2956436612824278,0
29420,CCC,15,0.044211432,0.1737019459317403,0.7399710456264885,0
29420,CCC,16,0.016652843,0.5300079135215013,0.1277553726313463,0
29639,CCC,3,0.030382335,-0.059385527091530665,1.1192307692307693,0
29639,CCC,4,0.1276783,-0.3378175654345087,1.648148148148148,0
29639,CCC,5,0.40019488,-0.19992204070091252,1.6,0
29639,CCC,6,0.40205702,-0.22215591466173185,1.6382978723404251,0
29639,CCC,7,0.13459401,-0.42343512245199894,1.7954545454545454,0
29639,CCC,10,0.06614981,-0.20542942980432677,1.386482254697286,0
29639,CCC,11,0.041314695,0.03644118465173256,0.9668078216465312,0
29639,CCC,12,0.049508926,0.19311915526501094,0.7111406921974196,0
29639,CCC,13,0.1158987,-0.3536405205726621,1.6666666666666663,0
29639,CCC,14,0.017291456,-0.0059409859495878955,1.0214292808899483,0
29639,CCC,15,0.087207526,-0.3324639276430315,1.6122448979591837,0
29639,CCC,16,0.021279193,-0.05302635918818845,1.1025633942876083,0
29639,EEE,3,0.05945137,0.013731386375283528,1.0167486042829763,0
29639,EEE,4,0.09465501,0.11696950792057281,0.8681541582150101,0
29639,EEE,5,0.054198336,0.023456652378966502,0.997037803272522,0
29639,EEE,6,0.03380356,0.08004245680518975,0.8891316128158233,0
29639,EEE,7,0.037543185,0.07703940663261852,0.8966297786720322,0
29639,EEE,10,0.026009586,-0.1069992805301215,1.1956718580224557,0
29639,EEE,11,0.09553772,-0.3773128607212016,1.6925465838509317,0
29639,EEE,12,0.029697366,-0.015454386537273733,1.0455555555555556,0
29639,EEE,13,0.02933574,-0.010945284670283505,1.037799300511165,0
29639,EEE,14,0.018682422,0.07017911605249295,0.8954897551224389,0
29639,EEE,15,0.03564277,-0.2825682889640569,1.4947089947089949,0
29639,EEE,16,0.045476425,-0.10074500826530532,1.198225964068255,0
29764,CCC,3,0.02137156,0.23643323926684945,0.6201923076923077,0
29764,CCC,4,0.07999706,0.1434080133506942,0.8143180182958165,0
29764,CCC,5,0.008294243,0.47209575230218565,0.2187032418952618,0
29764,CCC,6,0.0046999655,0.5239986767768688,0.1298021824704768,0
29764,CCC,7,0.0065737334,0.5203300281225599,0.1371657754010695,0
